Expression,Reading,Meaning,Level,Frequency,Sentence,Translation,Episodes
それ,それ,"1. that, it<br>2. then, that point (in time), that time<br>3. there<br>4. you",N5,197,<b>それ</b>じゃあ　今日はこのへんで。,"Well then, that's it for today.","S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24, S01E25, S01E26, S01E27, S01E28, S01E30, S01E31, S01E32, S01E33, S01E34, S01E35, S01E36, S01E37, S01E38, S01E39, S01E40, S01E41, S01E42, S01E43, S01E44, S01E45, S01E46, S01E47, S01E48, S01E49, S01E50, S01E51"
これ,これ,"1. this, this one<br>2. this person<br>3. now, this point (in time)<br>4. here<br>5. used to stress the subject of a sentence<br>6. I, me",N5,193,<b>これ</b>は　リアルに嬉しいですね。,This makes me really happy.,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24, S01E25, S01E26, S01E27, S01E28, S01E30, S01E31, S01E32, S01E33, S01E34, S01E36, S01E37, S01E38, S01E39, S01E40, S01E41, S01E42, S01E43, S01E44, S01E45, S01E46, S01E47, S01E49, S01E50, S01E51"
こと,こと,Thing (intangible) / Nominalizer,N4,192,一度もお前に負けた<b>こと</b>はない。,I've never lost to you.,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E20, S01E21, S01E22, S01E23, S01E24, S01E25, S01E26, S01E27, S01E28, S01E30, S01E31, S01E32, S01E33, S01E34, S01E35, S01E36, S01E37, S01E38, S01E39, S01E40, S01E41, S01E43, S01E44, S01E45, S01E46, S01E47, S01E48, S01E49, S01E50, S01E51"
１,ワン,1. one,Unlabeled,183,みすみす　<b>１</b>ターンをムダにするとは！,"Misumisu, I can't believe I wasted one turn!","S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E12, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24, S01E25, S01E26, S01E28, S01E30, S01E32, S01E33, S01E34, S01E35, S01E36, S01E37, S01E38, S01E39, S01E40, S01E41, S01E42, S01E43, S01E44, S01E46, S01E47, S01E48, S01E49, S01E50, S01E51"
＜,＜,1. < (Auto-translated),Unlabeled,176,<b>＜</b>バトルを制したのは　ともき君。,<The one who won the battle was Tomoki-kun.,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24, S01E25, S01E26, S01E27, S01E28, S01E30, S01E31, S01E32, S01E33, S01E34, S01E35, S01E36, S01E37, S01E38, S01E39, S01E40, S01E41, S01E42, S01E43, S01E44, S01E45, S01E46, S01E47, S01E48, S01E49, S01E50, S01E51"
爆,ばく,"1. burst of laughter, roar of laughter",Unlabeled,176,よろしい。　では次の<b>爆</b>スロンだ。,Okay. Now on to the next Bakuslon.,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24, S01E25, S01E26, S01E27, S01E28, S01E30, S01E31, S01E32, S01E33, S01E34, S01E35, S01E36, S01E37, S01E38, S01E39, S01E40, S01E41, S01E42, S01E43, S01E44, S01E45, S01E46, S01E47, S01E48, S01E49, S01E50, S01E51"
スタンド,スタンド,"1. stands, bleachers<br>2. stand (e.g. newspaper stand), counter (e.g. lunch counter)<br>3. stand (e.g. inkstand)<br>4. desk lamp, floor lamp, standard lamp<br>5. station (e.g. gas station)",N3,168,先に<b>スタンド</b>されても　はじけ！,"Even if you stand first, burst!","S01E01, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E10, S01E11, S01E12, S01E13, S01E15, S01E17, S01E18, S01E19, S01E20, S01E21, S01E23, S01E24, S01E27, S01E28, S01E32, S01E34, S01E35, S01E36, S01E37, S01E38, S01E40, S01E41, S01E42, S01E44, S01E45, S01E46, S01E47, S01E48, S01E50"
そう,そう,"1. appearing that, seeming that, looking like, having the appearance of",N4,167,《<b>そう</b>　みんなには　もっと→,《Yes　more for everyone→,"S01E01, S01E03, S01E04, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E22, S01E23, S01E24, S01E25, S01E26, S01E27, S01E28, S01E30, S01E31, S01E32, S01E33, S01E34, S01E35, S01E36, S01E37, S01E38, S01E39, S01E40, S01E41, S01E42, S01E43, S01E44, S01E45, S01E46, S01E47, S01E48, S01E49, S01E50, S01E51"
＞,＞,1. ＞ (Auto-translated),Unlabeled,166,超えることができるのか！？<b>＞</b>,Can you surpass it? ? ＞,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24, S01E25, S01E26, S01E27, S01E28, S01E30, S01E31, S01E32, S01E33, S01E34, S01E35, S01E36, S01E37, S01E38, S01E39, S01E40, S01E41, S01E42, S01E43, S01E44, S01E45, S01E46, S01E47, S01E48, S01E49, S01E50, S01E51"
俺,おれ,"1. I, me",N1,161,でも　<b>俺</b>には力が必要なんだ。,But I need strength.,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E08, S01E09, S01E10, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24, S01E25, S01E26, S01E27, S01E28, S01E30, S01E31, S01E32, S01E33, S01E34, S01E35, S01E36, S01E37, S01E38, S01E39, S01E40, S01E41, S01E42, S01E43, S01E44, S01E45, S01E46, S01E47, S01E49, S01E50, S01E51"
何,なに,"1. what<br>2. you-know-what, that thing<br>3. whatsit, whachamacallit, what's-his-name, what's-her-name<br>4. (not) at all, (not) in the slightest<br>5. what?, huh?<br>6. hey!<br>7. oh, no (it's fine), why (it's nothing), oh (certainly not)",N5,156,周りが<b>何</b>を言っても　今はムダだ。,"No matter what people around me say, it's useless now.","S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24, S01E25, S01E27, S01E28, S01E30, S01E31, S01E32, S01E33, S01E34, S01E35, S01E36, S01E37, S01E38, S01E39, S01E40, S01E41, S01E42, S01E43, S01E44, S01E45, S01E46, S01E49, S01E50, S01E51"
その,その,"1. that, the<br>2. part (as in ""part two"")<br>3. um ..., er ..., uh ...",N5,154,ヨーヨーを<b>その</b>中で交互に揺らす。,Take turns swinging the yo-yo inside it.,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24, S01E25, S01E26, S01E27, S01E28, S01E30, S01E31, S01E32, S01E33, S01E34, S01E35, S01E36, S01E37, S01E38, S01E39, S01E40, S01E41, S01E42, S01E43, S01E44, S01E45, S01E46, S01E47, S01E48, S01E49, S01E50, S01E51"
お前,おまえ,"1. you<br>2. presence (of a god, nobleman, etc.)",Unlabeled,151,一度も<b>お前</b>に負けたことはない。,I've never lost to you.,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24, S01E26, S01E27, S01E28, S01E30, S01E31, S01E32, S01E33, S01E34, S01E35, S01E36, S01E37, S01E38, S01E39, S01E40, S01E41, S01E43, S01E44, S01E45, S01E48, S01E51"
なる,なる,To become,N5,150,私のＣＤが出ることに<b>なっ</b>たの！,My CD is coming out!,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E24, S01E25, S01E26, S01E27, S01E28, S01E30, S01E32, S01E33, S01E34, S01E35, S01E36, S01E37, S01E39, S01E40, S01E41, S01E42, S01E43, S01E44, S01E45, S01E46, S01E47, S01E48, S01E49, S01E50, S01E51"
君,きみ,"1. you, buddy, pal<br>2. monarch, ruler, sovereign, (one's) master",N4,148,＜バトルを制したのは　ともき<b>君</b>。,<The one who won the battle was Tomoki-kun.,"S01E01, S01E02, S01E03, S01E04, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E14, S01E15, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E25, S01E26, S01E27, S01E28, S01E30, S01E31, S01E32, S01E33, S01E34, S01E35, S01E36, S01E38, S01E39, S01E40, S01E41, S01E42, S01E43, S01E44, S01E45, S01E46, S01E47, S01E48, S01E49, S01E50, S01E51"
０,れい,"1. zero, nought",Unlabeled,147,記録は２<b>０</b>秒８７です。,The record is 20.87 seconds.,"S01E02, S01E03, S01E04, S01E06, S01E07, S01E08, S01E09, S01E10, S01E12, S01E15, S01E16, S01E18, S01E19, S01E22, S01E23, S01E24, S01E25, S01E26, S01E31, S01E34, S01E35, S01E36, S01E37, S01E39, S01E40, S01E41, S01E42, S01E46, S01E47, S01E49, S01E50"
いく,いく,"1. reverence, awe, fear",N1,145,テッペンまであがって<b>いっ</b>たところで。,When I got up to the top.,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24, S01E25, S01E28, S01E30, S01E31, S01E32, S01E33, S01E34, S01E35, S01E36, S01E37, S01E38, S01E39, S01E41, S01E42, S01E43, S01E44, S01E45, S01E46, S01E47, S01E48, S01E49, S01E50, S01E51"
さん,さん,"1. Mr., Mrs., Miss, Ms., -san<br>2. politeness marker",N5,141,ハムしま<b>さん</b>にいいかもな。,It might be good for Hamshima.,"S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24, S01E25, S01E26, S01E27, S01E28, S01E30, S01E31, S01E32, S01E33, S01E34, S01E35, S01E36, S01E37, S01E38, S01E39, S01E40, S01E41, S01E42, S01E43, S01E44, S01E45, S01E46, S01E47, S01E48, S01E49, S01E50, S01E51"
僕,しもべ,"1. servant, manservant, menial",N4,140,<b>僕</b>が落としたのはティッシュです。,What I dropped was a tissue.,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E21, S01E22, S01E23, S01E25, S01E26, S01E27, S01E28, S01E30, S01E31, S01E32, S01E33, S01E36, S01E37, S01E40, S01E41, S01E42, S01E44, S01E46, S01E47, S01E48, S01E49, S01E50, S01E51"
じゃ,じゃあ,"1. then, well, so, well then<br>2. be, is",N5,137,それ<b>じゃ</b>　今日は　このへんで。,"Well then, that's it for today.","S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E25, S01E26, S01E27, S01E28, S01E30, S01E31, S01E32, S01E33, S01E34, S01E36, S01E37, S01E38, S01E39, S01E40, S01E41, S01E42, S01E43, S01E45, S01E46, S01E48, S01E50, S01E51"
トリック,トリック,1. trick,Unlabeled,136,<b>トリック</b>をマスターすることが重要。,It's important to master the tricks.,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24, S01E25, S01E26, S01E27, S01E28, S01E30, S01E31, S01E32, S01E33, S01E34, S01E35, S01E36, S01E37, S01E38, S01E39, S01E42, S01E43, S01E44, S01E45, S01E46, S01E47, S01E48, S01E49, S01E50, S01E51"
ある,ある,To be (inanimate),N5,135,俺には　このグレンドラガオンが<b>ある</b>。,I have this Glendragon.,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24, S01E25, S01E26, S01E27, S01E28, S01E30, S01E31, S01E32, S01E33, S01E34, S01E35, S01E36, S01E37, S01E38, S01E39, S01E40, S01E41, S01E42, S01E43, S01E44, S01E45, S01E46, S01E47, S01E48, S01E51"
ドラガオン,ドラガオン,1. dragaon (Auto-translated),Unlabeled,134,<b>ドラガオン</b>と出会う　あのときまではな。,Until that moment when I met Dragaon.,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24, S01E27, S01E28, S01E30, S01E31, S01E33, S01E34, S01E36, S01E37, S01E38, S01E39"
シュート,シュート,"1. shooting (a ball), shot (on basket, at goal, etc.)<br>2. shoot (of a tree or plant)<br>3. chute<br>4. shuuto, shootball, type of pitch commonly used in Japan",Unlabeled,134,次に<b>シュート</b>を撃つのは　あのジンザだ。,The next one to shoot is that Jinza.,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24, S01E27, S01E30, S01E31, S01E32, S01E33, S01E34, S01E35, S01E36, S01E38, S01E41, S01E42, S01E43, S01E44, S01E45, S01E46, S01E47, S01E49, S01E50, S01E51"
いい,いい,Good,N5,130,叫んでみると　<b>いい</b>かも。,It might be a good idea to try shouting.,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24, S01E25, S01E26, S01E27, S01E28, S01E30, S01E31, S01E32, S01E33, S01E34, S01E36, S01E37, S01E38, S01E39, S01E40, S01E41, S01E42, S01E44, S01E46, S01E47, S01E48, S01E49, S01E50, S01E51"
ヨーヨー,ヨーヨー,1. yoyo,Unlabeled,130,まずは　<b>ヨーヨー</b>を止めた状態で。,"First, stop the yo-yo.","S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E16, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24, S01E25, S01E26, S01E27, S01E28, S01E31, S01E32, S01E33, S01E34, S01E35, S01E36, S01E37, S01E38, S01E39, S01E40, S01E41, S01E42, S01E43, S01E44, S01E45, S01E46, S01E47, S01E48, S01E49, S01E51"
できる,できる,"1. to be out of, to have no more at hand",N5,130,あのジオシヴァクを倒すことは<b>でき</b>ない。,You can't defeat that Geosivak.,"S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E15, S01E17, S01E18, S01E20, S01E21, S01E22, S01E23, S01E24, S01E25, S01E26, S01E27, S01E28, S01E30, S01E31, S01E32, S01E34, S01E35, S01E36, S01E37, S01E38, S01E39, S01E40, S01E41, S01E42, S01E43, S01E45, S01E46, S01E47, S01E48, S01E49, S01E50, S01E51"
たち,やかた,"1. mansion, palace, manor house, castle<br>2. nobleman, noblewoman, dignitary<br>3. cabin (on a boat, carriage, etc.)",Unlabeled,130,お前<b>たち</b>を認めることはできん。,I can't recognize you.,"S01E01, S01E02, S01E04, S01E06, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E20, S01E22, S01E23, S01E24, S01E26, S01E27, S01E28, S01E30, S01E31, S01E32, S01E33, S01E34, S01E36, S01E37, S01E38, S01E39, S01E40, S01E41, S01E43, S01E44, S01E45, S01E46, S01E47, S01E49, S01E50, S01E51"
・,なかぐろ,"1. middle dot, centred period, full-stop mark at mid-character height, interpoint, symbol used for interword separation, between parallel terms, names in katakana, etc.<br>2. Interpunct",Unlabeled,126,マスター<b>・</b>キルトは　シモを道場主に選んだ。,Master Quilt chose Simo as the dojo owner.,"S01E01, S01E02, S01E03, S01E05, S01E06, S01E08, S01E09, S01E11, S01E13, S01E14, S01E15, S01E16, S01E17, S01E20, S01E21, S01E24, S01E26, S01E27, S01E30, S01E31, S01E33, S01E34, S01E36, S01E38, S01E39, S01E40, S01E41, S01E42, S01E43, S01E44, S01E45, S01E46, S01E47, S01E50, S01E51"
って,って,"1. you said, he said, she said, they said<br>2. if ... then<br>3. do you seriously think that<br>4. I already told you, you should know by now that, of course<br>5. the said ..., said ...<br>6. says that ...<br>7. I hear that ...<br>8. as for the term ...<br>9. as for ...",Unlabeled,125,すでに　やる気　十分<b>って</b>とこだね。,I guess I'm already motivated enough.,"S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E20, S01E21, S01E22, S01E23, S01E24, S01E25, S01E26, S01E27, S01E28, S01E30, S01E31, S01E32, S01E34, S01E35, S01E36, S01E37, S01E38, S01E39, S01E40, S01E41, S01E42, S01E43, S01E44, S01E45, S01E46, S01E47, S01E48, S01E49, S01E51"
[,[,"1. "" (Auto-translated)",Unlabeled,123,<b>[</b>ﾏｲｸ]ナターニナ　スタンド　クリティカルＫ．Ｏ！,[Mike] Natanina Stand Critical K. O!,"S01E01, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E19, S01E20, S01E21, S01E23, S01E24, S01E27, S01E28, S01E30, S01E31, S01E32, S01E34, S01E35, S01E36, S01E37, S01E39, S01E42, S01E43, S01E44, S01E47"
],],1. ” (Auto-translated),Unlabeled,123,[ﾏｲｸ<b>]</b>ナターニナ　スタンド　クリティカルＫ．Ｏ！,[Mike] Natanina Stand Critical K. O!,"S01E01, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E10, S01E11, S01E12, S01E13, S01E14, S01E15, S01E19, S01E20, S01E21, S01E23, S01E24, S01E27, S01E28, S01E30, S01E31, S01E32, S01E34, S01E35, S01E36, S01E37, S01E39, S01E42, S01E43, S01E44, S01E47"
じゃあ,じゃあ,"1. then, well, so, well then<br>2. be, is",N5,121,それ<b>じゃあ</b>　今日はこのへんで。,"Well then, that's it for today.","S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E11, S01E13, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E21, S01E22, S01E23, S01E24, S01E26, S01E28, S01E30, S01E31, S01E32, S01E33, S01E34, S01E35, S01E36, S01E37, S01E39, S01E40, S01E41, S01E42, S01E43, S01E44, S01E45, S01E46, S01E47, S01E48, S01E49, S01E50, S01E51"
２,に,1. two,Unlabeled,119,うわっ　<b>２</b>機とも　はじき返した。,"Wow, both planes bounced back.","S01E01, S01E02, S01E03, S01E04, S01E05, S01E06, S01E07, S01E08, S01E09, S01E12, S01E14, S01E15, S01E16, S01E17, S01E18, S01E19, S01E21, S01E23, S01E24, S01E25, S01E26, S01E27, S01E28, S01E30, S01E32, S01E33, S01E34, S01E35, S01E36, S01E37, S01E38, S01E39, S01E40, S01E41, S01E42, S01E43, S01E44, S01E45, S01E46, S01E47, S01E49, S01E50"
